CustomerID,Age,Age_Group,Gender,Income,EmailOpens,EmailClicks,ClickThroughRate,Conversion,ConversionRate,CampaignChannel,CampaignType,PreviousPurchases,LoyaltyPoints,WebsiteVisits,High_CTR
8988,31,25–34,Female,48688,11,5,0.1008403905933341,1,0.0232078389898349,Referral,Consideration,3,4644,8,1
8989,68,65+,Male,68017,3,3,0.0573309572571304,0,0.0259070343931732,PPC,Awareness,7,2385,45,0
8990,24,18–24,Male,116481,17,8,0.1774530026481194,1,0.0619854745258879,SEO,Consideration,0,960,15,1
8991,20,18–24,Female,32939,10,7,0.0723223035320027,1,0.1339298418637447,Email,Consideration,9,2070,48,0
8992,64,55–64,Male,132271,15,5,0.0885836820480244,1,0.0438216167994137,SEO,Conversion,2,2621,46,0
8993,40,35–44,Female,114467,17,1,0.1901883998935833,1,0.1651097688202612,PPC,Retention,4,870,27,1
8994,63,55–64,Male,124152,6,2,0.2245599165955353,1,0.1525817335910424,Referral,Awareness,3,1007,27,1
8995,60,55–64,Male,59585,19,1,0.2245013087067173,1,0.1165909221893162,Referral,Conversion,0,2229,10,1
8996,64,55–64,Female,136315,3,5,0.1498505894425408,1,0.0320528638303652,SEO,Consideration,4,4779,43,1
8997,62,55–64,Female,124447,1,3,0.1417461041927362,1,0.1977617673793175,Social Media,Conversion,0,30,29,1
8998,35,35–44,Male,132813,8,0,0.2384171034270646,1,0.1031063896169367,SEO,Consideration,7,4105,10,1
8999,55,55–64,Male,128362,11,8,0.0659800702826299,1,0.0958938980947831,Social Media,Awareness,9,2406,28,0
9000,52,45–54,Female,126700,18,5,0.0541387097832531,1,0.19915812513679,SEO,Conversion,5,1840,49,0
9001,68,65+,Male,42942,8,1,0.2027615691485578,1,0.1741349700595538,Social Media,Conversion,6,2811,11,1
9002,32,25–34,Female,130075,9,2,0.128757010972884,1,0.0967098694659814,Social Media,Conversion,8,4907,7,1
9003,42,35–44,Female,25272,8,7,0.2158995535653524,1,0.0895725673278916,Social Media,Conversion,7,2976,9,1
9004,54,45–54,Male,64134,4,8,0.0844140648043384,0,0.0282227826877273,Social Media,Conversion,0,4093,34,0
9005,45,45–54,Female,44265,0,8,0.1042128455093623,0,0.1860372318139251,Email,Awareness,1,2606,35,1
9006,27,25–34,Male,143671,15,4,0.2700365182637633,1,0.1703172210666476,Social Media,Retention,1,2887,12,1
9007,56,55–64,Female,68192,8,3,0.1322803927782605,1,0.068900473647183,Social Media,Awareness,2,587,26,1
9008,34,25–34,Male,48668,4,4,0.1813765062189115,1,0.1531310446380676,Referral,Conversion,4,4762,39,1
9009,56,55–64,Female,131732,3,0,0.0409378362943097,0,0.1549185909920456,Email,Consideration,5,1642,1,0
9010,39,35–44,Male,101560,4,2,0.0618604599359,1,0.0533030362730568,Social Media,Consideration,2,1466,27,0
9011,43,35–44,Male,117435,3,8,0.0204074413585668,1,0.1265945392883498,PPC,Conversion,5,2530,33,0
9012,61,55–64,Female,89283,13,7,0.1330675354108833,1,0.0584554726483201,Email,Retention,5,2707,20,1
9013,42,35–44,Female,29297,7,3,0.2967868013035569,1,0.1600783498678232,Referral,Conversion,9,96,5,1
9014,34,25–34,Female,84005,12,0,0.2634232142689251,1,0.0392238434717536,SEO,Awareness,2,4982,38,1
9015,30,25–34,Male,148833,10,2,0.193543585332747,1,0.1370921397505827,Referral,Retention,3,17,25,1
9016,37,35–44,Female,78434,13,3,0.2597179826676651,1,0.0719422252138346,Referral,Retention,3,975,35,1
9017,42,35–44,Male,84749,9,3,0.1823091133422026,1,0.016874590931701,Email,Awareness,0,2752,39,1
9018,21,18–24,Male,21607,6,0,0.1169429752968999,1,0.0335038824000696,Email,Retention,9,3814,17,1
9019,27,25–34,Female,79183,18,5,0.0603284563193234,1,0.1344308362548828,PPC,Conversion,0,3406,41,0
9020,20,18–24,Male,106994,16,8,0.199384135110465,1,0.0555837176121766,PPC,Conversion,3,1973,42,1
9021,58,55–64,Female,76305,3,7,0.0659848701533161,1,0.1298967207910876,Email,Consideration,7,2318,38,0
9022,62,55–64,Female,47973,19,1,0.1310542409880174,1,0.0888162115402445,Email,Awareness,8,3773,4,1
9023,35,35–44,Female,43117,13,6,0.2494825342250262,1,0.1416155581364868,Email,Retention,5,1621,25,1
9024,64,55–64,Female,101986,11,2,0.0474764977429012,1,0.1036602382152412,SEO,Retention,2,4773,10,0
9025,53,45–54,Female,101071,10,5,0.0474162115264705,1,0.0686239484606224,Referral,Retention,0,3116,49,0
9026,64,55–64,Male,142688,0,1,0.0750767005215632,0,0.0377056441729443,PPC,Conversion,3,2520,15,0
9027,39,35–44,Female,114891,8,7,0.1700560190654667,1,0.0748086679600432,PPC,Awareness,1,4668,18,1
9028,51,45–54,Male,27645,0,3,0.0829998086953747,1,0.1306298748060831,Social Media,Conversion,6,4576,4,0
9029,64,55–64,Male,62238,9,5,0.1559274018039502,1,0.1506899659875127,SEO,Retention,2,3939,6,1
9030,25,25–34,Female,89694,10,2,0.0975749572073092,1,0.0404645382195982,Email,Conversion,7,3578,2,0
9031,57,55–64,Female,61773,4,0,0.1568102394234376,0,0.1362117576887422,Email,Retention,8,1598,24,1
9032,66,65+,Female,36786,8,1,0.0905131202105017,0,0.0440631068337873,SEO,Retention,3,777,9,0
9033,61,55–64,Male,60693,2,9,0.2942035889264839,1,0.0521456752630968,PPC,Conversion,4,2674,4,1
9034,36,35–44,Female,116447,1,7,0.1528881913311706,1,0.1109502756532028,Email,Retention,4,4357,31,1
9035,59,55–64,Male,46578,17,5,0.2256565958913896,1,0.0649484373754542,Social Media,Conversion,7,1480,31,1
9036,58,55–64,Female,66408,13,3,0.2131585020804794,1,0.1357031338349324,PPC,Consideration,0,333,4,1
9037,54,45–54,Female,89702,4,8,0.1522622186961647,1,0.1915975586058922,Referral,Conversion,5,890,42,1
9038,23,18–24,Female,104845,13,6,0.0792699978836983,1,0.0382895182541049,SEO,Consideration,1,1524,18,0
9039,69,65+,Male,35076,4,0,0.1581083005947308,1,0.1183970581387891,PPC,Consideration,8,3358,11,1
9040,43,35–44,Male,39377,1,5,0.207481770878926,1,0.1854268447079066,Referral,Conversion,6,1058,30,1
9041,51,45–54,Male,29278,6,3,0.1433765884633314,1,0.0435405055638063,Social Media,Awareness,9,2962,16,1
9042,62,55–64,Female,84808,17,5,0.033758281135195,1,0.079701671643123,SEO,Awareness,8,1568,21,0
9043,23,18–24,Female,147220,15,7,0.0152151365718443,1,0.0334871986480595,Email,Conversion,9,4312,46,0
9044,54,45–54,Male,145446,4,8,0.1050842744556731,1,0.1319871664796502,Email,Conversion,3,4603,49,1
9045,50,45–54,Female,147368,19,2,0.0535649385670604,1,0.1371371562619932,Referral,Retention,4,2942,40,0
9046,39,35–44,Female,53539,11,1,0.2727951713185387,1,0.136194640692771,PPC,Retention,9,1645,21,1
9047,38,35–44,Female,146552,12,9,0.0609914743246282,1,0.1130041391890356,Social Media,Conversion,6,4863,48,0
9048,23,18–24,Female,31440,7,6,0.1243419870633541,1,0.1517895648815767,Referral,Awareness,2,1016,25,1
9049,23,18–24,Female,142059,13,6,0.2165024785007296,1,0.0168166863121961,Social Media,Retention,7,3178,30,1
9050,65,65+,Male,46245,4,2,0.2464722814046576,1,0.1919275626146082,Social Media,Retention,6,1665,42,1
9051,21,18–24,Male,42097,3,4,0.1485368144216579,1,0.0521982795065771,Social Media,Awareness,5,2555,5,1
9052,47,45–54,Male,93703,8,9,0.0625291527864337,1,0.0330967740514312,SEO,Conversion,7,2200,11,0
9053,28,25–34,Female,87092,14,7,0.0885596148369973,1,0.188815848158967,Referral,Awareness,1,3302,42,0
9054,47,45–54,Female,129454,13,2,0.1315008498159326,1,0.1677830141087008,SEO,Consideration,4,3571,26,1
9055,48,45–54,Female,21151,4,7,0.115732430904419,1,0.1553253796654192,PPC,Retention,8,2030,16,1
9056,41,35–44,Male,41698,14,2,0.1111150995792003,1,0.0299016846984065,PPC,Retention,7,2072,9,1
9057,26,25–34,Female,37601,3,3,0.0482376025094326,0,0.1634305505984715,Email,Retention,0,661,44,0
9058,20,18–24,Male,46807,17,2,0.2748599731295754,1,0.1257144693718587,Email,Awareness,9,2928,4,1
9059,68,65+,Male,65302,4,4,0.0186294158611373,0,0.1490626360922505,Email,Awareness,7,1152,3,0
9060,48,45–54,Female,105864,16,7,0.1376006170839678,1,0.1958333531654945,PPC,Conversion,1,4255,38,1
9061,57,55–64,Female,28039,13,4,0.2942932328258951,1,0.04694382365242,Social Media,Retention,6,3055,14,1
9062,54,45–54,Female,136730,16,6,0.2013199422589896,1,0.1058325725555207,Social Media,Consideration,0,4558,1,1
9063,53,45–54,Female,67427,18,3,0.1130690924825941,1,0.1531368698272318,Referral,Conversion,2,4813,48,1
9064,41,35–44,Male,91839,12,9,0.0523682994914192,1,0.0923947066466226,PPC,Awareness,6,4418,7,0
9065,48,45–54,Male,78049,12,1,0.2895230556372706,1,0.0203840857544596,Email,Consideration,9,4161,15,1
9066,23,18–24,Male,39053,12,5,0.0140560449432134,1,0.031173390786349,PPC,Conversion,0,1782,19,0
9067,19,18–24,Female,117180,1,4,0.2076023954778116,1,0.1243974747836683,Social Media,Awareness,8,1292,23,1
9068,37,35–44,Female,136801,14,7,0.2652398667191449,1,0.0641507878142437,Social Media,Consideration,3,3315,34,1
9069,45,45–54,Male,121281,0,7,0.0172965420670102,1,0.0361897229874927,SEO,Conversion,4,1144,16,0
9070,28,25–34,Female,130845,14,0,0.2203007105862453,1,0.0745794795296706,SEO,Consideration,2,4069,4,1
9071,21,18–24,Male,106298,15,7,0.2996629507638731,1,0.0481863770885092,Referral,Awareness,8,4434,13,1
9072,32,25–34,Male,109147,10,2,0.1954963158862713,1,0.0145484986492071,PPC,Conversion,5,427,13,1
9073,23,18–24,Female,75413,2,1,0.1302568948745856,1,0.0388446578277615,SEO,Awareness,6,3793,45,1
9074,66,65+,Male,85958,19,9,0.2635762086133217,1,0.1777848125743578,SEO,Retention,7,4782,42,1
9075,47,45–54,Female,51275,13,3,0.1707119814625622,1,0.012287083675516,PPC,Retention,0,2205,30,1
9076,55,55–64,Female,46597,4,9,0.2273378455690826,1,0.1570315576828782,Social Media,Consideration,0,3272,19,1
9077,68,65+,Female,97521,16,7,0.1804559076273664,1,0.1531576101156009,Referral,Retention,5,1186,12,1
9078,19,18–24,Male,114243,1,4,0.0211044168215052,0,0.1172051607882079,Referral,Awareness,5,3378,8,0
9079,32,25–34,Male,143410,6,6,0.0718120465795507,0,0.0496050754845904,Referral,Consideration,0,1588,33,0
9080,28,25–34,Female,134778,9,7,0.0328414364561573,1,0.176831252617044,SEO,Conversion,7,3556,11,0
9081,25,25–34,Male,88908,9,2,0.0409394510911346,1,0.1002643580708492,Social Media,Awareness,9,905,39,0
9082,43,35–44,Male,101619,19,6,0.0144675931405408,1,0.0429091835190697,Referral,Conversion,6,2986,15,0
9083,68,65+,Female,75188,7,6,0.1321378439141043,1,0.0915142925729529,PPC,Conversion,6,768,0,1
9084,62,55–64,Female,54710,0,8,0.0618089732087078,1,0.047034273271408,Referral,Conversion,3,4708,15,0
9085,61,55–64,Female,138493,15,2,0.2581519909432517,1,0.0814414898146856,Email,Conversion,4,4740,5,1
9086,22,18–24,Male,111352,8,5,0.2275108858867915,1,0.1043706764919228,Social Media,Awareness,7,2854,19,1
9087,23,18–24,Female,95486,15,6,0.1762213284964938,1,0.0783811690433894,Email,Retention,9,326,5,1
9088,43,35–44,Male,69050,19,8,0.1518161901516146,1,0.1348384120738132,Social Media,Awareness,8,4146,34,1
9089,21,18–24,Male,69249,14,3,0.0842019057670329,1,0.1878243827768033,PPC,Retention,3,115,40,0
9090,36,35–44,Female,54247,8,3,0.1477359251037457,1,0.076148376052923,SEO,Conversion,8,3457,2,1
9091,37,35–44,Female,90162,11,4,0.1959564900006791,1,0.0775905076289322,SEO,Retention,9,2795,20,1
9092,50,45–54,Female,46408,1,9,0.2368463694559049,1,0.1502774694144304,Social Media,Conversion,9,4426,6,1
9093,37,35–44,Female,96313,9,4,0.033687799215282,1,0.110812276989006,Referral,Consideration,8,2863,13,0
9094,66,65+,Female,90683,15,0,0.2154547597362095,1,0.0914794935279408,Email,Conversion,8,2033,29,1
9095,29,25–34,Female,138335,4,7,0.2253916642607727,1,0.1646235558067355,PPC,Retention,2,2258,21,1
9096,64,55–64,Female,25443,12,7,0.1721019382682083,1,0.1792968527663681,Referral,Consideration,3,4122,13,1
9097,18,18–24,Female,20079,6,8,0.0721525667539283,1,0.1222114551489648,SEO,Consideration,4,687,24,0
9098,43,35–44,Female,116818,8,2,0.1663635303753407,1,0.0451696218235461,Referral,Conversion,5,4607,2,1
9099,31,25–34,Female,58345,16,5,0.15578441572644,1,0.0985943189103757,Email,Awareness,9,1456,4,1
9100,55,55–64,Female,32901,16,9,0.1479559279521708,0,0.1058304258081454,SEO,Retention,5,288,4,1
9101,54,45–54,Male,87759,16,8,0.1435855754854834,1,0.0921193978510633,Social Media,Consideration,9,2908,41,1
9102,28,25–34,Female,120873,4,3,0.0421394142245407,0,0.059862056984423,PPC,Awareness,0,615,8,0
9103,53,45–54,Male,62732,5,8,0.0630388206086357,1,0.0997411434675323,PPC,Conversion,3,3909,47,0
9104,30,25–34,Female,99304,5,5,0.0382263056508892,1,0.094843768898561,SEO,Conversion,9,1424,40,0
9105,60,55–64,Male,139206,8,3,0.0803185700237154,1,0.0498037695508683,Social Media,Conversion,6,2177,37,0
9106,20,18–24,Female,37507,9,5,0.0864082669918951,1,0.1816518239438523,Email,Conversion,7,2317,36,0
9107,50,45–54,Female,149010,16,5,0.0810719998329831,1,0.1782147806610189,PPC,Retention,7,1871,3,0
9108,23,18–24,Male,101785,2,3,0.0711694297738249,1,0.154327121405612,SEO,Consideration,5,3748,19,0
9109,67,65+,Male,146691,19,9,0.2232723931905887,1,0.0861798497463334,PPC,Retention,2,3048,20,1
9110,27,25–34,Male,146354,8,4,0.2473839658834541,1,0.0803649624995057,Social Media,Consideration,3,3139,49,1
9111,22,18–24,Female,55391,0,0,0.1048616728060452,1,0.1461284217052332,Email,Awareness,3,4636,47,1
9112,40,35–44,Male,54171,18,8,0.0984873785884901,1,0.1255426546505831,Social Media,Awareness,5,877,23,0
9113,27,25–34,Male,71730,13,6,0.2547693814282273,1,0.1241136815498839,Referral,Consideration,3,4241,6,1
9114,61,55–64,Male,135019,7,4,0.1909379314830794,1,0.0335811902240227,Social Media,Conversion,4,4491,45,1
9115,19,18–24,Female,27485,17,4,0.0950971141888266,1,0.1274739182561352,Social Media,Awareness,5,724,48,0
9116,30,25–34,Male,147628,5,5,0.2169475648501088,1,0.1813539721134395,PPC,Retention,2,1859,7,1
9117,57,55–64,Female,130104,1,7,0.1099319149676185,1,0.0263051294273823,Social Media,Consideration,2,3478,10,1
9118,19,18–24,Male,135427,6,2,0.1801011281592301,1,0.0744425468234496,SEO,Awareness,6,3257,48,1
9119,37,35–44,Female,115320,5,7,0.2978638686964624,1,0.1067127153749437,PPC,Consideration,0,4240,45,1
9120,18,18–24,Male,148603,10,2,0.0974623688126496,1,0.1403418040179825,PPC,Conversion,3,4062,8,0
9121,54,45–54,Female,131102,9,9,0.2798525402054166,1,0.0270306366156877,Referral,Consideration,2,4936,5,1
9122,26,25–34,Male,110153,10,4,0.1029892001425624,1,0.1758331767248804,SEO,Awareness,4,4869,39,1
9123,34,25–34,Female,57748,7,4,0.1666831442686988,1,0.0177036678775487,Social Media,Consideration,1,1608,16,1
9124,26,25–34,Female,23878,12,1,0.1433952989837215,1,0.1729610366933761,Referral,Awareness,9,833,12,1
9125,28,25–34,Female,21949,5,0,0.2371162730797414,1,0.0152538336143984,SEO,Awareness,8,2618,44,1
9126,32,25–34,Female,105380,9,2,0.0277168828497784,1,0.0391694278221975,Referral,Awareness,4,4413,16,0
9127,41,35–44,Female,136816,17,9,0.1918654681799125,1,0.1620615271591979,Email,Retention,9,3463,1,1
9128,55,55–64,Female,40881,14,3,0.2305934138611586,1,0.1734312430687179,Social Media,Conversion,3,687,29,1
9129,52,45–54,Female,71306,4,6,0.1469220069008145,1,0.1966305075643828,Referral,Conversion,3,1385,31,1
9130,47,45–54,Male,107150,10,6,0.0405348558959635,1,0.0319858173852982,Email,Consideration,6,4616,49,0
9131,48,45–54,Female,109364,3,8,0.0809934539105957,1,0.11002571205722,Social Media,Consideration,3,354,35,0
9132,66,65+,Female,135925,12,3,0.2071049873292504,0,0.0246596070425412,Referral,Awareness,9,1765,6,1
9133,22,18–24,Male,29958,14,2,0.2696768417950914,1,0.0397174489331314,Referral,Conversion,7,4811,15,1
9134,61,55–64,Male,79185,1,2,0.1322664960301417,0,0.043153833002209,Referral,Consideration,0,2410,18,1
9135,67,65+,Male,28697,6,9,0.1725194901726951,1,0.0220437677772262,Referral,Consideration,9,4333,14,1
9136,31,25–34,Female,107160,5,9,0.0762316606507899,1,0.179666163126384,PPC,Conversion,5,4264,13,0
9137,28,25–34,Male,35493,18,0,0.1295418610706927,1,0.0340075484227283,Referral,Awareness,8,2797,44,1
9138,26,25–34,Male,62801,14,5,0.1076690442534425,1,0.1295747601723415,PPC,Consideration,4,2562,6,1
9139,51,45–54,Male,41199,13,3,0.2001024089117418,1,0.1288919422669968,PPC,Awareness,4,2583,46,1
9140,29,25–34,Female,127890,15,4,0.2955626959857821,1,0.0477425890195803,Email,Conversion,3,2799,32,1
9141,52,45–54,Female,85792,19,1,0.245858001075849,1,0.1996981396347984,Social Media,Conversion,8,1334,33,1
9142,52,45–54,Male,54488,9,7,0.0657277296285936,1,0.0759998769072183,PPC,Consideration,1,4074,23,0
9143,18,18–24,Male,50493,5,9,0.1775267920589623,1,0.181967930483045,SEO,Consideration,8,72,34,1
9144,57,55–64,Male,131545,14,2,0.0292593973350364,1,0.1901740991282116,PPC,Conversion,5,3587,20,0
9145,39,35–44,Female,69002,3,6,0.0816054911843642,1,0.1903078747169423,SEO,Awareness,9,4994,23,0
9146,46,45–54,Female,43731,1,8,0.0599431260575132,1,0.1530391416443273,Email,Awareness,7,4936,36,0
9147,25,25–34,Female,27076,18,8,0.1073082059154442,1,0.0582229510092767,SEO,Retention,3,4850,15,1
9148,28,25–34,Male,21071,6,7,0.2068560510228219,1,0.032924516843949,Email,Conversion,3,2749,16,1
9149,58,55–64,Female,119926,10,2,0.1548240619058797,1,0.1182781456593021,Email,Consideration,9,1629,28,1
9150,54,45–54,Female,147872,14,4,0.2805436853504731,1,0.0784074349084319,Email,Conversion,0,2877,17,1
9151,31,25–34,Male,87602,15,9,0.0716971635560675,1,0.1678974122456526,SEO,Consideration,5,3260,47,0
9152,47,45–54,Male,111181,4,0,0.1156206524136426,0,0.1515481099971828,SEO,Awareness,1,3037,10,1
9153,52,45–54,Male,61410,8,6,0.1056572472698161,1,0.0625289762729482,Email,Consideration,4,1459,2,1
9154,38,35–44,Female,119201,0,3,0.0784294515283796,0,0.0132328944010484,Email,Retention,2,3255,41,0
9155,54,45–54,Female,74327,12,8,0.2980195230466109,1,0.0550899942006732,Social Media,Awareness,1,4609,17,1
9156,22,18–24,Female,114948,2,9,0.1222954081784857,1,0.1177519610060306,Email,Retention,9,1785,15,1
9157,36,35–44,Female,81072,4,7,0.2827476043448835,0,0.0250095197203928,Referral,Conversion,0,326,40,1
9158,31,25–34,Male,117371,13,9,0.1232373074173669,1,0.1350717939461568,Social Media,Consideration,8,2620,0,1
9159,43,35–44,Female,61041,4,6,0.0691865868347916,0,0.137622294106737,Social Media,Awareness,0,1720,42,0
9160,21,18–24,Female,143616,19,9,0.0445698358979862,1,0.042184845248377,Social Media,Consideration,7,355,42,0
9161,42,35–44,Male,73326,13,3,0.2581133260208965,1,0.1233004644762318,Referral,Retention,5,3848,26,1
9162,62,55–64,Female,58549,0,1,0.0193083157406726,0,0.1253245713126344,Social Media,Awareness,3,601,30,0
9163,59,55–64,Male,73096,10,2,0.2896744306183916,1,0.1008158478072702,Social Media,Retention,8,2590,44,1
9164,42,35–44,Male,75578,4,7,0.131275451417809,0,0.1911167034304861,SEO,Awareness,0,105,27,1
9165,35,35–44,Female,66390,2,5,0.0817385618144635,1,0.0305510042567149,SEO,Conversion,3,2842,39,0
9166,57,55–64,Female,66052,9,2,0.1890593783424551,1,0.0872588770535547,Email,Conversion,9,3253,26,1
9167,25,25–34,Female,63167,8,9,0.048544767632494,1,0.1777549467281006,Email,Consideration,6,2189,8,0
9168,56,55–64,Male,74587,14,1,0.0309222163342431,1,0.0833996633173257,PPC,Retention,3,4596,37,0
9169,57,55–64,Female,81292,5,7,0.2500571720537744,1,0.0906815257110136,Referral,Retention,0,3035,35,1
9170,31,25–34,Female,112114,5,8,0.1331545246413447,1,0.136972037283021,SEO,Awareness,3,1095,40,1
9171,49,45–54,Female,95419,7,6,0.1602939245103142,1,0.1364570744201205,Email,Conversion,5,1713,26,1
9172,68,65+,Female,62139,1,4,0.0612418425737688,0,0.0143513721033654,Referral,Consideration,7,1883,46,0
9173,55,55–64,Female,137623,3,7,0.0278130309128132,1,0.0965825109614612,Social Media,Conversion,1,2556,49,0
9174,50,45–54,Male,107753,1,2,0.1166550784690355,0,0.0733672504926978,Referral,Retention,8,523,25,1
9175,40,35–44,Female,30707,8,3,0.1567824131902259,1,0.1292620969578893,SEO,Consideration,6,594,26,1
9176,32,25–34,Male,126392,4,2,0.2319748803446281,1,0.1155834399821015,PPC,Conversion,5,437,3,1
9177,50,45–54,Male,33140,18,2,0.1553050800682843,1,0.1336637091516025,SEO,Conversion,2,1581,47,1
9178,42,35–44,Female,135149,18,7,0.2369270351289118,1,0.1342158034361407,Email,Awareness,3,3268,37,1
9179,34,25–34,Female,31093,8,2,0.043475506105551,1,0.0584256536484503,Email,Awareness,7,843,11,0
9180,50,45–54,Male,102036,4,5,0.0285492038927459,1,0.0568283052681451,Referral,Retention,6,1861,46,0
9181,64,55–64,Female,124089,15,6,0.0560696796016009,1,0.0803536550543991,SEO,Conversion,5,599,14,0
9182,19,18–24,Male,92043,6,0,0.2338835167977312,1,0.0559721075019718,Email,Awareness,6,152,46,1
9183,31,25–34,Female,118122,1,7,0.2302057669432234,1,0.1397335347855467,Social Media,Conversion,8,763,47,1
9184,57,55–64,Female,144534,13,7,0.050996663308086,1,0.1245445352926472,Social Media,Consideration,4,695,29,0
9185,57,55–64,Female,25830,0,3,0.0189867108926971,1,0.0511135312619895,PPC,Conversion,4,432,13,0
9186,68,65+,Male,50608,7,7,0.2087317615015279,1,0.1779799136719413,Referral,Conversion,9,2263,7,1
9187,56,55–64,Female,122865,16,5,0.2580317171404634,1,0.0975258968635156,Email,Retention,6,1366,27,1
9188,68,65+,Female,144678,18,6,0.2286912316979528,1,0.0341401124254166,PPC,Consideration,6,1088,30,1
9189,23,18–24,Female,67287,5,2,0.0688117043783726,1,0.0504634617374005,Social Media,Consideration,4,4301,1,0
9190,23,18–24,Female,110047,13,2,0.1792926901953473,1,0.1125716069947656,PPC,Awareness,7,4178,14,1
9191,20,18–24,Female,53427,7,9,0.2296360589814069,1,0.074300563126563,PPC,Consideration,5,2144,39,1
9192,24,18–24,Male,146117,10,9,0.0841903243186414,1,0.171732167952949,Email,Retention,3,4805,42,0
9193,68,65+,Female,104042,13,8,0.1630390323971413,1,0.1039997274064123,Email,Awareness,8,2337,47,1
9194,25,25–34,Female,48395,9,9,0.1011935171523933,1,0.1839060120825367,Email,Conversion,1,918,7,1
9195,59,55–64,Male,149849,16,9,0.0754168710248361,0,0.0293470313782874,Referral,Consideration,1,2189,4,0
9196,69,65+,Female,129839,11,8,0.2911809047635472,1,0.137032695269004,PPC,Conversion,4,2261,3,1
9197,32,25–34,Male,132306,3,2,0.2746487685122086,1,0.1782991219470109,PPC,Awareness,2,805,11,1
9198,64,55–64,Female,112662,18,8,0.1392436419759312,1,0.0656567903558718,Referral,Consideration,2,77,9,1
9199,46,45–54,Female,115002,16,2,0.0496656377085531,0,0.0357806432999047,Social Media,Awareness,6,2092,3,0
9200,50,45–54,Male,37970,4,3,0.2210931179629881,1,0.0967625002158576,SEO,Awareness,4,3530,9,1
9201,69,65+,Female,90218,13,2,0.0841533277371838,1,0.1926535030022473,Social Media,Consideration,5,1112,28,0
9202,47,45–54,Male,141487,6,4,0.0588701636930474,1,0.1303577658456308,Referral,Consideration,2,2689,27,0
9203,56,55–64,Male,134006,2,3,0.1206434151440735,1,0.1323556244957454,PPC,Awareness,7,520,28,1
9204,44,35–44,Male,96475,4,8,0.1636564446583543,1,0.1375852383608118,PPC,Retention,4,945,18,1
9205,53,45–54,Female,94362,4,1,0.0382576956479202,0,0.0175546613628202,Email,Consideration,7,546,42,0
9206,46,45–54,Male,43371,7,9,0.1758064771840727,1,0.0946734622516345,Email,Awareness,3,3963,12,1
9207,55,55–64,Female,115482,2,7,0.0144510286811602,1,0.0247386819839248,PPC,Conversion,3,1597,33,0
9208,50,45–54,Female,109895,0,2,0.2686420275719951,1,0.0700131775806712,PPC,Conversion,4,1976,45,1
9209,54,45–54,Male,39266,1,8,0.2770150898908713,1,0.1661038146240067,Email,Consideration,7,978,19,1
9210,44,35–44,Female,123553,6,1,0.2225905243184369,1,0.1346912904481355,Email,Consideration,3,2915,17,1
9211,50,45–54,Female,39195,14,6,0.1452993284865115,1,0.1991588127597098,Social Media,Conversion,5,964,47,1
9212,21,18–24,Female,130949,13,5,0.0839199184633602,1,0.0427093406308086,PPC,Awareness,7,3152,35,0
9213,39,35–44,Male,146895,12,7,0.2257925063063049,1,0.0854403048752304,PPC,Awareness,2,981,0,1
9214,19,18–24,Male,47315,11,2,0.2802211885660984,1,0.1638316411013575,Referral,Awareness,5,2122,25,1
9215,27,25–34,Male,140215,17,5,0.0559747744202574,1,0.0509814044547505,Social Media,Retention,6,3485,2,0
9216,22,18–24,Male,103804,1,1,0.1450883768963324,0,0.0392071508025337,SEO,Consideration,7,305,43,1
9217,27,25–34,Male,95246,6,9,0.1014258744504191,1,0.0912463858288269,SEO,Retention,4,3676,2,1
9218,50,45–54,Male,61581,9,9,0.1134551188233138,1,0.0829080331299252,SEO,Retention,3,803,20,1
9219,55,55–64,Male,65537,19,6,0.1276697565836504,1,0.1962391287716368,Email,Retention,9,422,17,1
9220,30,25–34,Male,147955,9,2,0.2860209398676881,1,0.0966877905150636,SEO,Retention,9,464,30,1
9221,48,45–54,Male,99697,5,4,0.0850047786817471,1,0.1735798051895231,Referral,Awareness,9,3125,35,0
9222,64,55–64,Male,117357,3,2,0.1528759933371169,1,0.178713448654439,Email,Consideration,3,2049,48,1
9223,53,45–54,Female,139761,7,9,0.2859313667819192,1,0.0399956256779377,Email,Consideration,2,2307,43,1
9224,62,55–64,Male,95265,12,0,0.148056498163312,1,0.1459079122372064,SEO,Retention,1,3563,30,1
9225,41,35–44,Female,133984,4,0,0.2604438613572215,1,0.0627453564501666,Email,Consideration,9,2233,7,1
9226,69,65+,Male,134451,7,9,0.0270417845543314,1,0.0280004039698996,Social Media,Conversion,5,3830,24,0
9227,32,25–34,Female,112449,7,3,0.2863788213543384,1,0.1761939331093015,Social Media,Awareness,0,3374,48,1
9228,46,45–54,Male,140104,8,4,0.0643840326375547,1,0.0655622777830367,SEO,Consideration,5,4428,45,0
9229,25,25–34,Female,42184,13,0,0.2941811600720724,1,0.0756194773362539,Referral,Awareness,4,1861,19,1
9230,22,18–24,Female,43279,10,9,0.060917290924979,1,0.0715579169386746,Email,Conversion,1,2721,10,0
9231,46,45–54,Male,46570,9,2,0.1388661248605425,1,0.0480561303611402,PPC,Awareness,9,1487,39,1
9232,64,55–64,Female,63030,6,2,0.0994982025560378,1,0.0925556425854385,SEO,Conversion,4,2742,0,0
9233,21,18–24,Female,82245,12,1,0.1356371121175628,1,0.0913756359524635,Email,Retention,6,2254,20,1
